loan_amount,term_months,interest_rate,installment,annual_income,dti_ratio,fico_score,employment_length,open_credit_lines,revol_util,credit_history_years,num_delinquencies,home_ownership_encoded,loan_purpose_encoded,state_encoded,default
7300.0,60,8.23,1582.81,46000.0,47.58,707,1,2,18.83,10,3,0,2,34,0
12400.0,36,5.05,348.65,26000.0,21.74,667,8,11,70.75,29,0,1,3,1,0
14600.0,60,6.94,929.66,48000.0,48.69,742,10,6,0.0,18,2,1,9,11,0
49300.0,36,14.02,396.49,63000.0,0.92,602,6,8,17.86,8,0,0,6,24,0
39200.0,60,13.23,810.91,50000.0,18.36,672,10,7,40.77,7,1,1,3,12,0
17200.0,36,10.85,965.52,32000.0,23.34,478,1,7,34.74,28,2,1,3,32,0
50400.0,60,3.23,416.64,35000.0,14.39,747,9,12,22.86,19,2,2,7,21,1
64500.0,36,6.37,1141.87,30000.0,57.27,756,7,2,53.81,7,1,2,5,26,0
28200.0,60,11.76,323.99,41000.0,26.66,661,10,8,44.72,10,3,0,3,4,1
36100.0,60,11.77,384.87,59000.0,16.15,649,10,12,19.45,21,0,0,4,22,0
2100.0,36,5.36,613.33,49000.0,27.46,797,9,3,26.28,14,4,1,1,36,0
32000.0,60,11.2,1100.28,21000.0,17.98,694,9,10,67.19,26,2,0,2,2,0
24100.0,60,4.68,534.49,25000.0,57.69,753,6,12,25.33,3,3,0,3,10,0
24200.0,36,9.47,307.95,100000.0,1.95,625,9,1,34.93,22,0,2,2,39,1
14400.0,36,11.93,338.16,73000.0,4.12,618,3,6,75.98,6,0,1,0,14,0
32800.0,36,7.6,513.42,24000.0,16.78,600,3,6,26.57,2,2,2,0,29,0
31800.0,60,4.24,482.92,36000.0,28.8,612,2,3,22.3,29,1,2,6,16,0
38500.0,60,13.71,277.98,21000.0,34.62,683,7,1,38.39,16,0,1,0,19,0
39700.0,36,12.68,791.86,24000.0,43.57,793,9,12,35.7,3,1,0,7,26,0
65200.0,60,16.2,902.73,62000.0,10.4,617,5,14,60.18,1,1,2,8,37,0
46600.0,60,9.01,670.84,24000.0,48.86,639,2,1,60.68,19,3,1,9,3,0
15900.0,60,7.52,930.65,55000.0,26.86,827,6,2,70.46,8,1,1,1,5,0
10100.0,36,13.82,266.81,53000.0,1.73,588,1,11,22.78,25,0,1,4,6,1
10400.0,36,8.57,579.92,19000.0,55.62,725,10,10,23.5,1,2,1,9,28,0
24700.0,36,11.33,661.68,60000.0,10.22,567,7,4,42.4,6,1,2,2,29,0
3500.0,36,6.28,892.06,12000.0,34.09,792,1,14,21.36,20,0,0,6,26,1
73000.0,60,14.12,736.52,72000.0,8.72,549,9,5,52.88,23,1,1,8,4,1
34300.0,36,3.0,469.72,49000.0,46.27,719,1,5,33.32,8,0,1,5,44,0
26100.0,60,12.83,432.2,57000.0,8.39,850,7,13,0.0,11,0,0,1,36,0
36400.0,36,8.48,378.2,39000.0,39.29,648,6,11,46.73,18,0,0,6,14,1
31900.0,36,13.05,744.5,23000.0,34.34,650,7,1,38.64,22,0,1,0,10,0
42300.0,36,2.02,618.96,39000.0,28.41,667,9,13,51.62,25,1,2,3,8,0
62200.0,36,13.19,673.21,54000.0,14.52,571,8,7,49.26,24,2,1,4,21,0
21400.0,36,2.56,733.02,49000.0,25.9,701,8,6,46.25,26,1,0,4,23,0
2700.0,60,4.88,304.53,65000.0,7.27,680,1,12,47.91,14,0,0,2,9,0
9500.0,36,6.28,909.97,44000.0,37.48,815,9,3,64.37,9,1,0,7,4,0
42400.0,60,15.0,238.84,59000.0,4.79,687,8,9,31.78,28,0,1,6,44,1
2100.0,60,5.41,879.88,48000.0,39.28,714,8,14,26.01,2,2,1,2,47,0
10400.0,36,7.85,495.39,45000.0,39.25,694,8,2,28.79,27,0,1,7,37,0
35700.0,36,0.94,511.56,47000.0,23.17,717,0,9,35.32,2,0,2,8,25,1
7000.0,36,16.63,1399.01,24000.0,26.88,635,2,10,71.26,10,0,0,2,39,0
3200.0,36,10.77,851.33,52000.0,14.09,559,9,3,61.68,27,1,0,9,16,1
25300.0,60,3.9,189.09,26000.0,42.57,776,9,1,52.03,8,1,0,3,41,1
33000.0,60,16.29,307.97,44000.0,16.56,620,6,2,19.86,9,1,2,5,45,0
17900.0,60,16.16,86.48,85000.0,7.77,572,1,9,78.24,24,1,0,2,2,1
15500.0,60,7.64,265.27,63000.0,12.39,757,2,9,20.01,10,0,0,5,44,0
21400.0,60,11.06,886.48,56000.0,18.06,678,4,4,39.99,22,0,0,4,18,0
27300.0,36,11.45,473.91,56000.0,3.34,689,8,10,59.72,12,2,0,1,8,0
56600.0,60,8.03,663.56,71000.0,20.7,741,4,10,24.02,29,2,2,8,20,1
40500.0,60,13.98,394.75,47000.0,22.96,720,0,8,57.19,10,1,1,3,15,1
31800.0,36,2.16,750.62,90000.0,4.41,577,2,7,21.01,25,3,2,8,46,0
38000.0,36,12.07,275.88,69000.0,5.54,596,3,11,47.48,19,2,0,0,30,1
57500.0,36,14.67,440.73,76000.0,3.03,601,8,12,35.18,4,0,0,6,0,0
13000.0,36,10.31,521.33,79000.0,2.33,644,2,13,46.18,29,1,0,5,41,1
25200.0,60,8.53,214.46,54000.0,9.86,608,1,5,51.19,24,0,2,1,3,1
31700.0,60,5.72,45.18,61000.0,21.24,687,3,14,25.17,22,1,2,9,36,1
17500.0,36,14.97,95.23,80000.0,8.28,625,3,9,36.49,23,0,0,3,22,1
17700.0,60,0.2,863.0,35000.0,43.82,672,8,8,90.11,7,0,1,6,0,0
31200.0,60,4.96,192.05,54000.0,20.27,726,3,3,86.71,6,1,1,7,5,1
20900.0,36,13.68,805.9,41000.0,39.73,763,5,14,24.15,14,2,2,9,19,0
51200.0,36,1.42,341.74,61000.0,21.66,709,0,10,43.7,25,1,0,9,15,1
32900.0,60,16.09,622.2,47000.0,17.07,672,4,11,40.9,19,1,2,9,44,0
8200.0,36,10.94,157.15,75000.0,3.16,704,3,9,48.46,9,0,0,5,33,1
2400.0,60,14.93,666.7,72000.0,17.09,763,3,1,25.88,17,1,2,7,47,0
22700.0,36,13.26,709.57,69000.0,15.65,734,4,10,15.05,29,1,1,4,23,1
29400.0,60,4.56,554.58,46000.0,32.0,738,2,2,28.88,3,1,1,4,37,1
19000.0,36,17.66,900.31,41000.0,8.36,708,6,4,17.49,24,0,0,6,3,0
21900.0,36,2.17,540.7,49000.0,43.8,753,2,9,47.52,7,0,2,5,22,0
10300.0,60,12.64,340.85,34000.0,2.54,722,8,5,36.9,19,0,2,3,24,0
8800.0,36,20.71,563.38,54000.0,11.75,659,8,5,83.57,21,1,0,3,12,0
10200.0,36,6.18,987.82,46000.0,40.66,764,1,3,54.91,27,3,1,0,33,0
78100.0,36,17.92,570.17,78000.0,4.36,725,1,4,31.47,24,0,1,0,29,1
20900.0,36,12.32,874.9,79000.0,18.59,669,3,4,35.43,5,0,2,2,8,0
4300.0,36,18.8,1126.51,18000.0,11.48,576,8,6,57.67,7,1,2,7,39,0
6400.0,36,3.56,706.12,32000.0,26.8,585,5,1,74.26,9,3,0,6,3,0
17900.0,36,4.71,619.7,32000.0,22.61,688,8,11,60.33,11,1,1,5,0,0
45000.0,36,13.56,457.32,56000.0,17.83,554,2,14,58.92,19,2,1,6,9,0
8400.0,36,15.74,508.4,31000.0,21.97,686,5,14,69.04,16,4,0,8,5,0
25700.0,60,16.54,120.44,76000.0,13.22,582,3,7,40.57,4,0,2,4,41,1
4300.0,36,7.48,180.14,17000.0,34.45,707,9,5,60.52,5,2,0,0,47,0
26600.0,60,14.72,483.44,65000.0,9.37,621,9,13,73.67,27,1,0,5,48,0
84400.0,36,10.01,526.81,58000.0,33.07,478,0,7,0.0,16,2,2,1,20,0
4200.0,60,10.54,106.54,70000.0,11.13,633,5,5,23.09,8,3,1,5,48,1
18400.0,60,9.84,805.99,49000.0,7.77,508,2,2,45.59,24,0,1,2,34,0
47100.0,36,16.33,339.27,58000.0,3.63,663,5,1,12.5,13,0,1,9,27,1
26200.0,60,7.82,250.24,55000.0,10.01,549,4,11,52.11,5,0,2,2,41,0
13600.0,36,8.93,593.37,18000.0,28.79,714,8,1,42.63,5,1,2,2,42,0
19900.0,36,9.85,702.92,37000.0,7.97,684,8,5,58.93,12,2,0,1,36,0
17600.0,36,9.28,272.33,19000.0,46.32,879,5,2,55.5,13,0,0,7,22,1
5100.0,60,7.76,528.93,42000.0,14.06,670,0,1,59.16,25,1,2,4,21,0
32100.0,60,22.64,846.83,58000.0,9.67,629,3,10,44.36,3,1,2,5,18,0
34000.0,36,10.56,36.78,72000.0,10.98,647,3,5,47.35,6,1,1,1,18,1
65400.0,36,15.62,56.26,92000.0,14.75,569,2,1,54.05,1,1,1,2,1,1
68300.0,60,22.93,322.32,96000.0,20.23,570,1,3,50.63,10,1,1,6,12,1
21800.0,36,11.91,450.23,61000.0,3.3,722,0,9,73.59,10,3,0,4,11,0
2700.0,36,13.09,579.91,21000.0,18.7,762,7,8,3.55,3,0,2,5,24,1
25300.0,36,16.33,436.47,54000.0,5.08,704,5,1,52.68,1,2,2,4,7,0
1500.0,36,3.81,984.38,28000.0,70.85,804,6,2,48.06,17,2,0,0,18,0
11300.0,36,12.5,58.29,36000.0,24.8,753,8,13,46.73,20,2,1,0,0,0
20500.0,36,18.96,888.09,14000.0,11.91,708,7,12,46.91,20,0,1,9,21,0
26500.0,36,9.65,566.2,45000.0,29.98,652,0,11,54.02,12,0,2,9,24,0
15400.0,60,8.29,223.42,80000.0,1.16,608,0,3,29.21,23,0,0,6,30,1
46400.0,36,13.89,405.24,70000.0,4.74,655,3,1,46.15,28,1,2,2,32,1
21400.0,36,9.38,486.67,24000.0,42.66,761,6,12,22.43,16,1,1,2,2,1
35300.0,36,14.05,249.09,28000.0,8.33,668,4,9,2.35,13,1,1,0,16,1
36000.0,36,15.01,292.68,79000.0,20.63,682,7,13,11.29,8,1,1,7,49,1
8700.0,60,12.13,3.51,29000.0,18.08,710,2,9,48.18,3,1,2,0,1,0
35000.0,60,11.72,749.82,51000.0,21.17,665,0,4,28.99,11,0,2,4,46,0
30200.0,60,12.42,565.73,4000.0,62.93,811,10,3,21.92,16,3,1,4,12,0
9800.0,36,12.19,478.04,61000.0,7.27,601,2,7,22.42,5,0,0,9,49,0
2300.0,36,20.74,1021.71,80000.0,22.43,740,0,7,26.68,25,0,1,2,33,0
18100.0,60,12.81,811.38,32000.0,12.94,660,10,7,61.05,1,1,0,1,29,0
61200.0,36,14.92,723.09,36000.0,17.84,516,10,11,58.57,28,3,0,9,29,0
22500.0,60,9.67,718.45,48000.0,19.86,707,1,3,38.51,9,0,1,1,25,0
13400.0,36,14.71,583.38,61000.0,8.43,607,7,7,66.34,23,1,1,9,35,0
10700.0,60,8.28,617.59,68000.0,1.82,736,10,8,76.24,28,1,2,8,39,1
300.0,60,14.44,556.52,14000.0,27.79,698,1,6,46.16,5,1,2,1,36,0
33600.0,60,12.37,503.17,73000.0,13.43,688,3,9,23.87,24,2,0,6,46,1
35600.0,60,11.14,825.31,57000.0,13.66,629,3,7,32.87,6,3,2,6,27,0
10200.0,60,6.71,1348.51,58000.0,43.95,738,6,11,55.79,29,0,0,2,32,0
21000.0,36,9.24,78.1,27000.0,14.19,740,0,11,46.6,8,1,0,0,13,0
8400.0,60,6.78,526.27,78000.0,16.61,720,10,11,64.49,14,0,0,1,46,0
18500.0,36,13.2,433.17,45000.0,21.58,679,8,2,29.85,22,2,0,6,41,0
30200.0,60,12.02,810.89,48000.0,22.62,628,5,3,65.51,13,1,1,2,44,0
35200.0,36,10.33,99.89,40000.0,8.34,725,7,6,38.39,29,0,2,1,26,1
60000.0,36,11.53,1077.64,22000.0,50.27,704,4,8,9.24,27,1,1,3,32,0
36200.0,36,7.84,1479.75,42000.0,64.38,745,10,7,46.35,17,0,0,8,31,0
16500.0,36,11.18,1127.94,42000.0,21.08,656,10,14,87.33,26,1,2,1,36,0
21600.0,60,9.29,434.43,72000.0,14.54,542,6,2,44.88,3,1,1,2,45,0
44400.0,60,8.86,285.73,65000.0,5.06,586,9,3,18.78,24,0,1,6,47,0
5900.0,36,21.2,698.54,57000.0,7.44,591,1,7,66.77,3,0,2,2,24,0
50600.0,36,7.99,338.57,53000.0,6.92,653,5,5,48.75,28,0,2,5,19,0
7300.0,36,2.83,0.37,45000.0,34.14,686,6,7,27.94,5,0,1,5,18,1
24200.0,60,7.48,716.89,58000.0,19.02,654,9,11,38.2,24,0,2,5,2,0
26000.0,60,12.2,465.7,86000.0,7.99,702,1,8,11.18,15,1,1,5,10,1
39600.0,60,13.67,788.2,28000.0,42.42,733,7,6,47.38,15,0,1,7,21,0
7600.0,60,9.64,369.23,15000.0,40.67,680,7,7,60.32,7,2,2,5,45,0
21200.0,36,16.15,295.74,45000.0,19.35,701,1,4,24.07,5,1,0,9,28,0
28200.0,60,4.23,694.56,47000.0,22.6,614,1,9,22.1,13,0,0,6,15,0
17000.0,36,10.63,113.04,19000.0,30.5,750,4,3,37.56,2,0,0,9,3,1
6000.0,36,11.52,523.18,4000.0,44.47,695,10,13,33.49,25,0,2,3,40,0
55200.0,60,8.93,818.04,55000.0,22.2,500,1,6,39.79,28,0,0,3,36,0
37000.0,60,13.98,153.58,105000.0,20.95,633,8,2,29.38,19,0,2,4,1,1
23200.0,36,5.59,830.58,42000.0,32.29,788,4,12,58.92,15,2,2,8,37,0
19400.0,60,12.0,769.97,67000.0,14.12,660,4,11,68.62,25,1,2,0,7,1
69400.0,36,7.97,1051.19,43000.0,32.14,597,2,9,25.71,9,0,1,2,4,0
16500.0,36,5.29,985.75,64000.0,9.7,765,1,7,16.29,27,1,0,9,46,0
26500.0,36,9.87,794.94,46000.0,16.52,611,6,1,45.5,18,1,1,2,49,0
900.0,36,16.74,487.42,46000.0,0.25,784,2,11,35.74,15,2,1,7,23,0
2800.0,60,11.46,704.2,11000.0,40.54,577,8,1,51.46,2,3,1,3,20,0
32600.0,60,1.92,658.8,59000.0,47.78,855,3,11,49.14,6,0,1,8,21,0
5200.0,36,14.84,681.54,23000.0,10.71,671,6,9,38.07,25,1,0,5,26,0
24200.0,36,12.8,595.66,49000.0,18.64,641,9,9,19.37,24,0,2,3,38,0
25800.0,36,20.33,772.37,34000.0,22.98,624,8,8,59.11,23,1,2,4,25,0
15300.0,60,17.22,393.12,89000.0,30.65,677,1,8,46.22,29,0,1,7,37,0
19800.0,60,7.19,305.06,40000.0,15.44,757,6,13,41.67,21,0,0,5,0,0
38300.0,60,9.01,57.0,50000.0,2.82,705,1,14,30.54,12,0,0,1,49,1
37300.0,60,5.9,370.08,62000.0,11.28,768,1,12,42.41,12,0,0,6,29,1
20400.0,60,14.96,811.67,10000.0,46.49,589,5,2,53.2,5,2,0,3,21,0
5700.0,36,6.58,1006.73,58000.0,27.0,720,8,14,59.37,24,1,0,9,49,0
33600.0,60,7.41,369.07,75000.0,3.15,685,5,13,46.29,17,1,2,2,21,1
12300.0,60,2.77,255.65,58000.0,3.09,600,3,3,30.96,12,1,2,9,9,1
19200.0,36,4.19,112.08,42000.0,29.87,774,0,9,66.16,20,0,1,9,24,1
16700.0,60,4.02,1211.06,42000.0,48.56,702,2,11,54.22,28,2,2,1,47,0
18400.0,60,6.02,406.88,38000.0,32.04,769,5,12,37.57,17,0,2,5,1,0
28500.0,36,3.16,736.34,18000.0,45.14,581,3,1,54.87,21,2,1,8,14,0
27500.0,60,8.15,396.75,47000.0,28.76,779,9,6,37.37,15,1,1,8,10,0
4300.0,36,13.78,192.07,81000.0,5.65,677,5,9,60.37,21,1,0,8,7,1
19500.0,36,9.3,520.23,54000.0,6.5,668,5,3,33.8,15,1,1,5,25,0
5400.0,36,9.14,476.01,18000.0,25.32,712,2,2,0.0,19,2,1,7,14,1
34200.0,36,8.13,343.65,42000.0,15.39,664,7,6,60.37,4,1,2,3,24,0
25200.0,60,4.0,598.4,34000.0,30.82,720,2,4,28.75,17,2,0,3,22,0
18000.0,36,15.71,593.9,36000.0,12.06,623,4,1,43.04,18,1,0,8,2,0
81400.0,60,5.97,839.07,28000.0,8.25,785,10,12,23.02,23,3,1,6,32,1
31000.0,60,2.93,610.37,47000.0,22.87,825,9,1,20.89,23,0,2,5,9,1
55200.0,60,14.83,501.73,79000.0,14.57,551,7,8,26.69,11,0,1,6,32,1
12700.0,60,2.86,337.92,59000.0,40.9,754,4,9,48.16,29,1,0,3,38,1
21400.0,36,7.33,212.72,49000.0,6.19,716,4,3,24.42,13,1,1,4,6,1
33000.0,60,11.0,44.28,63000.0,26.61,672,8,14,44.02,8,1,2,0,10,1
19600.0,36,12.41,148.27,63000.0,7.5,752,1,3,52.33,24,1,1,2,32,0
16000.0,36,1.3,987.67,27000.0,51.93,682,6,9,53.5,26,2,2,8,34,0
30200.0,60,6.3,732.56,65000.0,21.08,639,10,3,19.04,28,0,1,9,39,1
36300.0,36,7.32,493.23,45000.0,31.69,740,0,9,48.19,27,1,0,7,30,0
39800.0,60,16.17,621.99,21000.0,23.05,739,5,10,41.58,7,4,0,0,27,0
4000.0,60,7.19,1329.96,51000.0,39.21,668,0,9,20.7,15,0,0,1,26,0
25800.0,60,2.38,759.14,59000.0,27.56,718,2,10,40.29,1,2,2,9,23,1
38100.0,36,9.05,1407.95,38000.0,27.46,743,6,5,52.66,1,1,1,7,15,0
34800.0,36,5.62,366.33,64000.0,10.3,673,2,4,35.92,4,0,0,6,7,1
33400.0,60,10.87,531.74,60000.0,4.95,611,5,12,35.16,26,0,0,7,34,1
4800.0,60,3.22,1.19,39000.0,40.8,819,5,9,17.59,25,2,0,4,8,0
19800.0,36,18.21,752.29,81000.0,2.72,663,0,1,19.31,29,3,1,9,1,1
29700.0,60,5.54,179.95,50000.0,5.35,602,0,8,21.83,14,0,2,6,6,0
10800.0,60,14.25,606.11,35000.0,24.74,680,4,11,57.06,1,0,2,3,44,0
61400.0,36,9.34,606.7,96000.0,11.74,549,9,13,34.08,17,1,0,9,0,0
33500.0,60,2.74,822.72,35000.0,28.86,634,2,13,34.31,1,0,1,1,48,0
4900.0,60,6.12,487.57,72000.0,10.88,788,10,9,12.72,4,1,0,6,7,0
16200.0,36,22.76,1072.23,72000.0,20.0,660,1,10,20.92,12,1,0,3,44,0
14200.0,36,14.04,145.13,65000.0,12.71,665,7,13,31.34,23,1,2,2,18,1
1600.0,60,13.87,648.87,97000.0,5.42,668,6,6,55.26,28,0,0,9,0,1
28600.0,36,7.54,610.23,80000.0,24.03,710,7,4,35.61,13,1,1,7,40,1
27600.0,36,8.4,781.21,52000.0,21.25,695,5,9,39.33,22,1,2,6,42,0
5400.0,36,12.18,640.13,20000.0,36.71,713,7,11,10.99,24,1,0,0,8,0
59900.0,36,3.52,272.73,50000.0,22.22,589,3,6,42.25,4,2,2,8,12,0
10800.0,36,6.98,804.38,27000.0,43.05,792,8,6,41.77,11,1,1,2,39,0
24500.0,36,9.26,2.41,91000.0,9.39,654,4,13,70.45,21,2,1,8,23,0
8600.0,60,1.45,473.92,35000.0,43.26,746,2,6,100.0,9,0,2,0,28,0
50800.0,60,9.54,108.98,51000.0,20.0,670,2,10,39.54,8,0,2,5,48,1
29600.0,36,6.25,721.33,30000.0,45.43,673,3,9,26.74,8,0,0,1,49,0
65000.0,60,11.19,466.92,80000.0,8.42,586,8,3,55.69,12,2,0,4,33,1
6500.0,60,11.49,691.26,22000.0,21.36,677,10,7,36.9,10,1,0,4,25,0
16100.0,60,5.04,1057.91,56000.0,28.45,788,2,14,47.82,7,0,2,0,13,0
9600.0,60,12.12,873.17,24000.0,29.18,682,10,9,11.85,22,1,0,3,7,0
37700.0,60,8.39,544.91,47000.0,27.14,726,10,2,48.23,2,1,2,9,30,0
8500.0,60,12.0,770.18,49000.0,7.3,736,4,8,29.16,17,0,0,0,48,0
26500.0,36,8.03,568.57,56000.0,33.52,773,6,1,65.15,19,0,0,5,20,0
16300.0,36,10.37,1029.13,60000.0,18.97,669,2,7,46.31,18,0,0,8,5,0
9000.0,36,5.36,782.19,54000.0,28.2,755,10,4,48.04,2,1,2,3,7,0
42400.0,60,10.64,559.66,39000.0,28.58,654,6,6,14.48,17,0,0,8,49,0
22300.0,36,8.81,908.19,24000.0,56.91,830,3,4,41.24,4,2,2,8,23,0
8500.0,60,5.77,476.56,39000.0,23.02,802,2,3,34.16,4,1,2,6,43,0
36200.0,36,19.65,313.86,95000.0,8.94,662,3,8,54.37,18,2,2,2,34,1
37000.0,36,13.48,644.21,61000.0,12.48,629,6,12,41.88,16,0,2,0,5,0
12500.0,60,7.85,798.57,39000.0,36.5,680,6,2,20.92,21,0,1,5,45,0
40500.0,36,11.71,311.3,62000.0,6.47,654,1,12,0.0,18,0,1,9,20,1
51800.0,36,7.48,821.92,50000.0,13.82,670,7,7,52.74,5,0,2,3,3,0
35900.0,60,7.99,581.82,24000.0,27.1,643,7,7,44.15,16,2,2,3,49,0
13500.0,60,7.82,582.7,38000.0,40.45,865,1,9,53.79,14,2,2,4,11,0
10700.0,36,4.93,654.51,74000.0,6.9,643,8,13,23.79,10,3,0,8,20,0
27600.0,36,19.18,818.06,25000.0,14.74,632,6,6,46.46,24,1,1,1,41,0
39500.0,60,17.82,1216.59,44000.0,35.96,629,10,12,96.02,9,1,1,7,26,0
6400.0,36,12.14,251.7,69000.0,14.14,706,5,11,39.0,10,0,1,2,43,0
60600.0,60,17.54,461.0,90000.0,1.05,620,6,2,36.22,3,2,1,1,31,1
57600.0,60,19.96,521.59,101000.0,19.74,690,9,10,28.83,19,0,1,2,18,1
18600.0,60,11.91,551.4,40000.0,20.54,651,9,8,70.69,21,1,0,4,42,0
2200.0,60,8.65,274.18,53000.0,12.23,684,8,9,34.59,27,3,2,6,19,0
4700.0,36,15.96,382.37,53000.0,5.14,809,7,6,28.92,22,1,0,5,36,0
18400.0,36,16.32,469.96,2000.0,39.4,841,5,10,24.15,15,0,2,7,48,1
49100.0,60,12.34,580.37,23000.0,23.24,730,5,11,45.87,3,2,0,0,45,1
45400.0,60,8.64,882.14,41000.0,23.07,592,10,2,63.38,29,0,0,9,45,0
20600.0,36,13.62,389.33,47000.0,10.06,758,0,9,27.71,20,1,1,1,14,0
15500.0,60,6.38,716.13,68000.0,1.94,604,1,4,25.82,14,1,1,2,39,0
29800.0,36,5.12,956.32,10000.0,31.55,605,5,2,25.56,24,1,1,5,32,1
10200.0,36,9.17,632.53,46000.0,29.73,694,9,8,57.02,20,0,2,5,15,0
4300.0,60,9.81,55.75,12000.0,46.93,791,6,4,52.01,11,2,2,2,13,1
31700.0,60,13.11,796.37,30000.0,19.3,624,7,14,67.93,4,3,0,3,46,0
23300.0,36,7.53,594.18,19000.0,25.87,761,3,2,3.97,7,0,1,5,34,1
17500.0,36,7.45,521.93,40000.0,18.81,665,2,2,58.23,23,2,2,4,19,0
35300.0,60,3.03,1449.29,25000.0,81.3,868,6,3,47.71,18,3,0,2,42,0
22200.0,60,11.11,548.9,65000.0,6.14,626,3,10,2.19,2,1,1,8,25,0
37500.0,60,3.09,679.93,48000.0,36.92,770,6,6,49.7,28,0,1,9,47,0
15500.0,60,11.48,712.11,20000.0,13.87,808,7,3,10.47,1,1,2,1,40,1
46900.0,36,15.33,1087.09,33000.0,27.23,690,10,4,35.82,20,0,1,0,2,0
27200.0,36,1.9,672.42,58000.0,36.85,669,2,4,69.22,16,1,0,9,16,1
33000.0,36,4.0,1035.79,51000.0,32.35,677,3,4,56.55,1,2,0,2,17,0
42200.0,36,7.19,695.59,28000.0,24.27,703,1,5,42.7,23,1,1,2,47,0
42400.0,36,7.0,504.8,37000.0,51.95,767,7,9,0.0,6,0,0,0,28,0
19200.0,60,6.5,1027.64,21000.0,53.93,735,5,11,68.49,20,0,0,6,25,0
3300.0,36,3.33,1096.08,36000.0,47.05,680,0,14,25.31,12,1,1,8,2,0
22200.0,36,6.14,775.5,39000.0,28.64,746,1,4,57.18,2,1,1,0,17,0
29300.0,36,6.69,124.79,39000.0,26.52,746,4,9,7.72,19,0,2,7,31,1
21200.0,36,10.89,226.06,75000.0,5.52,647,9,10,45.23,11,1,0,2,40,1
16000.0,36,11.64,928.54,28000.0,30.89,763,8,8,20.07,1,2,0,4,22,0
39000.0,60,10.67,869.48,57000.0,15.07,574,5,5,20.48,6,1,0,2,45,0
17700.0,60,5.35,482.88,43000.0,36.36,740,10,10,55.81,3,0,1,0,23,0
3100.0,36,5.87,727.1,54000.0,32.73,783,7,6,52.29,12,0,2,8,36,0
19300.0,36,14.21,729.11,38000.0,17.45,729,6,12,60.09,12,3,1,7,47,0
16500.0,36,0.9,636.43,43000.0,22.89,555,6,14,50.03,13,0,0,8,21,0
51700.0,36,19.01,826.99,40000.0,14.56,635,8,3,17.66,29,2,1,7,42,0
22900.0,60,3.43,409.01,55000.0,26.65,720,6,2,8.47,13,2,1,6,45,1
11600.0,36,10.56,711.6,29000.0,36.3,683,6,9,42.52,21,2,0,6,18,0
70800.0,60,10.62,483.82,28000.0,34.86,777,7,7,64.02,12,0,1,8,7,1
39900.0,60,12.36,964.78,64000.0,23.95,602,8,10,24.81,26,1,2,3,42,1
23300.0,60,11.88,85.6,56000.0,3.28,678,8,3,53.91,11,0,1,3,24,0
2200.0,60,4.0,468.66,38000.0,14.24,679,10,2,51.33,8,0,2,7,34,1
25100.0,36,12.18,380.08,55000.0,6.55,662,7,14,59.32,22,1,2,4,44,0
12800.0,36,1.94,933.84,47000.0,53.79,727,6,10,51.53,2,0,1,5,10,0
44000.0,36,10.93,489.04,21000.0,48.43,606,10,12,68.24,13,0,0,4,27,0
14500.0,60,4.46,681.89,73000.0,6.05,670,8,3,38.69,23,1,0,0,39,0
19900.0,36,1.95,145.93,34000.0,25.11,768,3,7,33.08,11,3,1,1,28,1
35100.0,36,15.06,413.67,65000.0,3.69,672,7,7,39.65,5,0,0,8,40,0
13500.0,36,11.28,857.09,16000.0,30.6,728,4,10,52.25,21,0,1,2,30,0
50300.0,60,14.85,1070.98,29000.0,35.23,630,7,2,51.79,4,0,0,4,17,0
11300.0,60,11.4,587.67,47000.0,5.04,602,8,13,27.14,28,2,2,7,2,0
39400.0,36,5.19,379.73,48000.0,22.39,677,0,2,22.8,13,2,0,8,7,1
11100.0,60,4.29,749.09,32000.0,37.87,629,6,3,26.6,9,2,2,6,6,0
14300.0,60,0.34,363.91,77000.0,11.88,725,0,10,24.95,14,0,0,9,7,0
25200.0,36,4.35,729.94,90000.0,11.35,789,7,6,40.15,17,1,2,7,29,0
33900.0,36,9.62,900.51,17000.0,44.67,678,0,12,52.2,5,1,1,3,1,0
17600.0,36,13.6,190.29,54000.0,21.77,622,0,5,50.27,28,0,2,1,19,1
12900.0,60,16.98,1021.02,21000.0,18.66,645,7,11,75.8,12,1,0,8,30,0
16000.0,36,4.73,785.3,58000.0,42.01,709,9,8,64.67,14,0,0,4,25,0
2100.0,36,8.12,976.83,27000.0,39.79,675,9,8,51.43,21,0,1,1,32,0
58700.0,60,19.97,127.86,78000.0,9.2,599,10,2,74.03,20,0,2,0,25,1
20700.0,60,6.85,291.71,66000.0,5.91,719,6,4,28.41,6,2,2,4,39,1
55400.0,36,16.41,708.8,49000.0,15.06,547,6,1,77.5,25,2,0,5,22,0
41800.0,60,9.14,415.4,40000.0,2.32,677,3,10,49.75,17,1,2,4,28,0
16700.0,60,15.48,1170.56,66000.0,11.29,572,3,9,17.5,21,0,1,0,9,0
58100.0,36,13.99,375.28,59000.0,3.08,622,6,4,15.55,10,0,0,8,7,0
42900.0,60,14.53,370.47,66000.0,17.1,730,1,5,47.23,9,3,0,0,40,1
19700.0,36,8.19,646.54,33000.0,32.46,691,2,2,50.88,6,1,1,6,6,0
5400.0,36,4.78,867.34,50000.0,40.45,696,1,2,30.73,18,1,0,7,26,0
